Unique ID,Name,Honoree,City,County,State,Side,Coordinates,Symbol Type,Symbol Category,Sponsor,Year Dedicated,Year Removed,Was this symbol removed?
443,Confederate Monument,No specific honoree,Fulton,Fulton,KY,Border,"36.512214, -88.880833",Monument,Other: Monument,United Daughters of the Confederacy,1902,,Active
444,Confederate Monument,No specific honoree,Georgetown,Scott,KY,Border,"38.198583, -84.560350",Monument,Other: Monument,Ladies of Scott County,1888,,Active
445,Confederate Monument,No specific honoree,Glasgow,Barren,KY,Border,"36.995551, -85.912195",Monument,Other: Monument,Women's Monumental Association & former Confederate soldier John A. Murray,1905,,Active
447,Confederate Memorial Fountain,No specific honoree,Hopkinsville,Christian,KY,Border,"36.867017, -87.488117",Monument,Other: Monument,United Daughters of the Confederacy,1911,,Active
2193,Jefferson Davis Highway Marker,Jefferson Davis,Hopkinsville,Christian,KY,Border,"36.878373, -87.507904",Monument,Other: Monument,United Daughters of the Confederacy,1935,,Active
450,Confederate Martyrs Monument,No specific honoree,Jeffersontown,Jefferson,KY,Border,"38.190197, -85.568989",Monument,Other: Monument,United Daughters of the Confederacy,1904,,Active
2150,Cobb's Battery Monument,No specific honoree,Kuttawa,Lyon,KY,Border,"37.077217, -88.099533",Monument,Other: Monument,United Daughters of the Confederacy,1931,,Active
470,Confederate Monument,No specific honoree,Lawrenceburg,Anderson,KY,Border,"38.035475, -84.895535",Monument,Courthouse Grounds,Kentucky Women's Monumental Association,1894,,Active
451,John C. Breckinridge Memorial,John C. Breckinridge,Lexington,Fayette,KY,Border,"38.047815, -84.498429",Monument,Other: Monument,State of Kentucky,1887,2017,Removed
471,John Hunt Morgan Memorial,John Hunt Morgan,Lexington,Fayette,KY,Border,"38.047460, -84.497800",Monument,Courthouse Grounds,United Daughters of the Confederacy,1911,2017,Removed
452,Confederate Monument (moved to Brandenburg),No specific honoree,Louisville,‎Jefferson,KY,Border,"38.219300, -85.761434",Monument,Other: Monument,Kentucky Woman's Confederate Monument Association,1895,2016,Removed
430,Jefferson Davis Drive,Jefferson Davis,Madisonville,Hopkins,KY,Border,"37.317411, -87.518906",Highway / Roadway,Roads,Unknown,Unknown,,Active
455,Confederate Memorial,No specific honoree,Mayfield,Graves,KY,Border,"36.741409, -88.635206",Monument,Other: Monument,United Daughters of the Confederacy,1917,,Active
431,Jeff Davis Road,Jefferson Davis,Mayfield,Graves,KY,Border,"36.691875, -88.596552",Highway / Roadway,Roads,Unknown,Unknown,,Active
472,Confederate Monument,No specific honoree,Murray,Calloway,KY,Border,"36.610406, -88.302304",Monument,Courthouse Grounds,United Daughters of the Confederacy,1917,,Active
460,General Felix K. Zollicoffer Monument,Felix K. Zollicoffer ,Nancy,Pulaski,KY,Border,"37.055556, -84.739444",Monument,Other: Monument,Bennet H. Young,1910,,Active
473,Confederate Memorial,No specific honoree,Nicholasville,Jessamine,KY,Border,"37.880833, -84.573333",Monument,Courthouse Grounds,Veterans and Jessamine County Memorial Association,1896,,Active
461,Confederate Monument,No specific honoree,Owensboro,Daviess,KY,Border,"37.773333, -87.113333",Monument,Other: Monument,United Daughters of the Confederacy,1900,,Active
2194,Jefferson Davis Highway Marker,Jefferson Davis,Paducah,McCracken,KY,Border,"37.079833, -88.618017",Monument,Other: Monument,United Daughters of the Confederacy,1935,,Active
462,Lloyd Tilghman Monument,Lloyd Tilghman,Paducah,McCracken,KY,Border,"37.081944, -88.619722",Monument,Other: Monument,United Daughters of the Confederacy and funds from Tilghman family,1909,,Active
2212,Perryville Confederate Monument,No specific honoree,Perryville,Boyle,KY,Border,"37.674817, -84.970733",Monument,Other: Monument,State of Kentucky,Unknown,,Active
474,Confederate Soldier Monument,No specific honoree,Princeton,Caldwell,KY,Border,"37.108800, -87.881883",Monument,Courthouse Grounds,United Daughters of the Confederacy,1912,,Active
432,Robert Lee Road,Robert E. Lee,Raywick,Marion,KY,Border,"37.541780, -85.429004",Highway / Roadway,Roads,Unknown,Unknown,,Active
465,Confederate Monument,No specific honoree,Russellville,Logan,KY,Border,"36.845000, -86.887500",Monument,Other: Monument,United Confederate Veterans,1910,,Active
544,Rapides Parish Confederate Monument,No specific honoree,Alexandria,Rapides,LA,South,"31.308833, -92.447500",Monument,Courthouse Grounds,United Daughters of the Confederacy,1914,,Active
524,"""Silent Sentinel"" Confederate Monument",No specific honoree,Baton Rouge,East Baton Rouge,LA,South,"30.448333, -91.187500",Monument,Other: Monument,Confederate Monument Association,1886,2012,Removed
523,Confederate Advance Monument,No specific honoree,Baton Rouge,East Baton Rouge,LA,South,"30.453990, -91.139153",Monument,Other: Monument,United Daughters of the Confederacy,1931,,Active
482,Confederate Avenue,No specific honoree,Baton Rouge,East Baton Rouge,LA,South,"30.393908, -91.006435",Highway / Roadway,Roads,Unknown,Unknown,,Active
518,Confederate Memorial Day,No specific honoree,Baton Rouge,East Baton Rouge,LA,South,"30.456789, -91.187381",Holiday / Observances,Other: Holiday,Unknown,Unknown,,Active
560,Edmund Kirby Smith Hall at Louisiana State University,Edmund Kirby Smith,Baton Rouge,East Baton Rouge,LA,South,"30.418124, -91.181649",Building,Other: Buildings,Unknown,1965,,Active
555,Governor Francis T. Nicholls Statue,Francis T. Nicholls,Baton Rouge,East Baton Rouge,LA,South,"30.456983, -91.186931",Monument,Other Government Office Grounds,Unknown,1934,,Active
556,Governor Henry Watkins Allen Statue,Henry Watkins Allen,Baton Rouge,East Baton Rouge,LA,South,"30.457126, -91.187408",Monument,Other Government Office Grounds,Unknown,1934,,Active
483,Jeff Davis Street,Jefferson Davis,Baton Rouge,East Baton Rouge,LA,South,"30.428121, -91.183687",Highway / Roadway,Roads,Unknown,Unknown,,Active
522,Jefferson Davis Highway Marker,Jefferson Davis,Baton Rouge,East Baton Rouge,LA,South,"30.444065, -91.160058",Monument,Other: Monument,United Daughters of the Confederacy,1913,unknown,Removed
509,Lee Drive,Robert E. Lee,Baton Rouge,East Baton Rouge,LA,South,"30.404695, -91.150807",Highway / Roadway,Roads,Unknown,Unknown,,Active
517,Robert E. Lee Day,Robert E. Lee,Baton Rouge,East Baton Rouge,LA,South,"30.456948, -91.187749",Holiday / Observances,Other: Holiday,Unknown,Unknown,,Active
563,Robert E. Lee High School,Robert E. Lee,Baton Rouge,East Baton Rouge,LA,South,"30.404932, -91.150783",School,Schools,Unknown,1958,,Active
479,Sons of Confederate Veterans Commemorative License Plate,No specific honoree,Baton Rouge,East Baton Rouge,LA,South,"30.457059, -91.186872",Commemorative License Plate,"Other: Flags, Etc.",Sons of Confederate Veterans,Unknown,,Active
2127,Taylor Home Monument,Zachary Taylor,Baton Rouge,East Baton Rouge,LA,South,"30.455467, -91.188067",Monument,Other Government Office Grounds,Unknown,Unknown,,Active
496,Jeff Davis Road,Jefferson Davis,Bell City,Calcasieu,LA,South,"30.156644, -92.963082",Highway / Roadway,Roads,Unknown,Unknown,,Active
525,Judah P. Benjamin Monument,Judah P. Benjamin,Belle Chasse,Plaquemines,LA,South,"29.853380, -89.987986",Monument,Other: Monument,Unknown,1968,,Active
545,Confederate Soldier Monument,No specific honoree,Benton,Bossier,LA,South,"32.679583, -93.744149",Monument,Courthouse Grounds,United Daughters of the Confederacy and United Confederate Veterans,1910,,Active
499,Jefferson Davis Drive,Jefferson Davis,Bogalusa,Washington,LA,South,"30.798216, -89.839282",Highway / Roadway,Roads,Unknown,Unknown,,Active
493,Beauregard Place,Pierre Gustave Toutant-Beauregard,Bossier City,Bossier,LA,South,"32.461116, -93.652424",Highway / Roadway,Roads,Unknown,Unknown,,Active
495,General Bragg Drive,Braxton Bragg,Bossier City,Bossier,LA,South,"32.463122, -93.653185",Highway / Roadway,Roads,Unknown,Unknown,,Active
490,General Ewell Drive,Richard Stoddert Ewell,Bossier City,Bossier,LA,South,"32.464259, -93.651705",Highway / Roadway,Roads,Unknown,Unknown,,Active
489,General Polk Drive,Leonidas Polk,Bossier City,Bossier,LA,South,"32.458444, -93.651880",Highway / Roadway,Roads,Unknown,Unknown,,Active
491,General Sterling Price Place,Sterling Price,Bossier City,Bossier,LA,South,"32.459276, -93.653973",Highway / Roadway,Roads,Unknown,Unknown,,Active
492,Jeb Stuart Place,"James Ewell Brown ""Jeb"" Stuart",Bossier City,Bossier,LA,South,"32.463755, -93.655088",Highway / Roadway,Roads,Unknown,Unknown,,Active
494,Kirby Smith Drive,Edmund Kirby Smith,Bossier City,Bossier,LA,South,"32.462034, -93.652532",Highway / Roadway,Roads,Unknown,Unknown,,Active
487,Robert E. Lee Boulevard,Robert E. Lee,Bossier City,Bossier,LA,South,"32.457411, -93.654528",Highway / Roadway,Roads,Unknown,Unknown,,Active
486,Robert E. Lee Street,Robert E. Lee,Bossier City,Bossier,LA,South,"32.512007, -93.728775",Highway / Roadway,Roads,Unknown,Unknown,,Active
507,Beauregard Street,Pierre Gustave Toutant-Beauregard,Chalmette,St. Bernard,LA,South,"29.937481, -89.963028",Highway / Roadway,Roads,Unknown,Unknown,,Active
526,Confederate Monument,No specific honoree,Clinton,East Feliciana,LA,South,"30.866039, -91.018424",Monument,Other: Monument,United Daughters of the Confederacy,1909,,Active
564,Beauregard Alternative School,Pierre Gustave Toutant-Beauregard,DeRidder,Beauregard,LA,South,"30.841300, -93.272078",School,Schools,Unknown,Unknown,,Active
480,Beauregard Parish,Pierre Gustave Toutant-Beauregard,DeRidder,Beauregard,LA,South,"30.659166, -93.349686",County,Other: County/Municipality ,Unknown,1913,,Active
566,East Beauregard Elementary School,Pierre Gustave Toutant-Beauregard,DeRidder,Beauregard,LA,South,"30.744631, -93.026774",School,Schools,Unknown,1962,,Active
565,East Beauregard High School,Pierre Gustave Toutant-Beauregard,DeRidder,Beauregard,LA,South,"30.744993, -93.027104",School,Schools,Unknown,1962,,Active
527,Fort Butler Memorial,Matthew Calbraith Butler,Donaldsonville,Ascension,LA,South,"30.107856, -90.991472",Monument,Other: Monument,United Daughters of the Confederacy,1999,,Active
520,Fort Polk,Leonidas Polk,Fort Polk,Vernon,LA,South,"31.045492, -93.200075",Military Base,Other: Buildings,Unknown,1941,,Active
546,Confederate Monument,No specific honoree,Franklin,St. Mary,LA,South,"29.791169, -91.499900",Monument,Courthouse Grounds,Citizens of St. Mary Parish,1913,,Active
508,Beauregard Drive,Pierre Gustave Toutant-Beauregard,Gretna,Jefferson,LA,South,"29.919314, -90.053241",Highway / Roadway,Roads,Unknown,Unknown,,Active
528,Jefferson Davis Highway Marker,Jefferson Davis,Gretna,Jefferson,LA,South,"29.917854, -90.066474",Monument,Other: Monument,United Daughters of the Confederacy and City of Gretna,Unknown,,Active
547,Confederate Monument,No specific honoree,Homer,Claiborne,LA,South,"32.791367, -93.055233",Monument,Courthouse Grounds,United Daughters of the Confederacy and the Women’s Department Club,1940,,Active
503,Jefferson Davis Street,Jefferson Davis,Houma,Terrebonne,LA,South,"29.607723, -90.724412",Highway / Roadway,Roads,Unknown,Unknown,,Active
481,Jefferson Davis Parish,Jefferson Davis,Jennings,Jefferson Davis,LA,South,"30.275552, -92.788500",County,Other: County/Municipality ,Unknown,1912,,Active
529,Robert E. Lee Statue,Robert E. Lee,Johnson Bayou,Cameron,LA,South,"29.763507, -93.697381",Monument,Other: Monument,Unknown,1984,,Active
557,Brigadier General J.J. Alfred A. Mouton Statue,J.J. Alfred A. Mouton,Lafayette,Lafayette,LA,South,"30.221893, -92.018539",Monument,Other Government Office Grounds,United Daughters of the Confederacy,1922,,Active
497,Jeff Davis Drive,Jefferson Davis,Lafayette,Lafayette,LA,South,"30.140054, -92.086280",Highway / Roadway,Roads,Unknown,Unknown,,Active
506,Beauregard Avenue,Pierre Gustave Toutant-Beauregard,Lake Charles,Calcasieu,LA,South,"30.166951, -93.222551",Highway / Roadway,Roads,Unknown,Unknown,,Active
504,Beauregard Drive,Pierre Gustave Toutant-Beauregard,Lake Charles,Calcasieu,LA,South,"30.178464, -93.216797",Highway / Roadway,Roads,Unknown,Unknown,,Active
505,Beauregard Street,Pierre Gustave Toutant-Beauregard,Lake Charles,Calcasieu,LA,South,"30.166775, -93.222573",Highway / Roadway,Roads,Unknown,Unknown,,Active
1918,Jeff Davis Drive,Jefferson Davis,Lake Charles,Calcasieu,LA,South,"30.178645, -93.215687",Highway / Roadway,Roads,Unknown,Unknown,,Active
548,South's Defenders Monument,No specific honoree,Lake Charles,Calcasieu,LA,South,"30.226289, -93.218383",Monument,Courthouse Grounds,United Daughters of the Confederacy,1915,,Active
567,South Beauregard Elementary School,Pierre Gustave Toutant-Beauregard,Longville,Beauregard,LA,South,"30.566091, -93.232570",School,Schools,Unknown,Unknown,,Active
568,South Beauregard High School,Pierre Gustave Toutant-Beauregard,Longville,Beauregard,LA,South,"30.569257, -93.234623",School,Schools,Unknown,Unknown,,Active
562,Rebel State Historic Site,No specific honoree,Marthaville,Natchitoches,LA,South,"31.746907, -93.428196",Park,"Other: Parks/Trails, Etc.",State of LA,1962,,Active
484,Robert E. Lee Road,Robert E. Lee,Merryville,Beauregard,LA,South,"30.842269, -93.495486",Highway / Roadway,Roads,Unknown,Unknown,,Active
531,Confederate Monument,No specific honoree,Minden,Webster,LA,South,"32.614158, -93.287583",Monument,Other: Monument,United Daughters of the Confederacy,1933,,Active
502,Jefferson Davis Drive,Jefferson Davis,Monroe,Ouachita,LA,South,"32.5529, -92.109473",Highway / Roadway,Roads,Unknown,Unknown,,Active
569,Robert E. Lee Junior High School,Robert E. Lee,Monroe,Ouachita,LA,South,"32.527080, -92.110500",School,Schools,Unknown,Unknown,,Active
485,Beauregard Drive,Pierre Gustave Toutant-Beauregard,New Orleans,Orleans,LA,South,"29.951671, -90.010989",Highway / Roadway,Roads,Unknown,Unknown,,Active
536,Brigadier General Albert Pike Bust,Albert Pike,New Orleans,Orleans,LA,South,"29.965123, -90.098488",Monument,Other: Monument,Grand Consistory of Louisiana,1957,,Active
2119,Charles Didier Dreux Monument,Charles Didier Dreux,New Orleans,Orleans,LA,South,"29.970617, -90.093583",Monument,Other: Monument,Unknown,1922,,Active
532,Father Abram Ryan Monument,Abram Ryan,New Orleans,Orleans,LA,South,"29.967326, -90.096495",Monument,Other: Monument,United Daughters of the Confederacy,1949,,Active
515,Governor Nicholls Street,Francis T. Nicholls,New Orleans,Orleans,LA,South,"29.965308, -90.065796",Highway / Roadway,Roads,Unknown,Unknown,,Active
534,Home Where Jefferson Davis Died,Jefferson Davis,New Orleans,Orleans,LA,South,"29.928689, -90.079775",Monument,Other: Monument,Unknown,1930,,Active
535,Jefferson Davis Monument,Jefferson Davis,New Orleans,Orleans,LA,South,"29.969917, -90.094200",Monument,Other: Monument,United Daughters of the Confederacy,1911,2017,Removed
510,Jefferson Davis Parkway,Jefferson Davis,New Orleans,Orleans,LA,South,"29.973892, -90.091520",Highway / Roadway,Roads,Unknown,Unknown,,Active
511,Lee Circle,Robert E. Lee,New Orleans,Orleans,LA,South,"29.943324, -90.072501",Highway / Roadway,Roads,Unknown,Unknown,,Active
533,P.G.T. Beauregard Statue,Pierre Gustave Toutant-Beauregard,New Orleans,Orleans,LA,South,"29.984043, -90.089850",Monument,Other: Monument,Beauregard Monument Association,1915,2017,Removed
516,Polk Street,Leonidas Polk,New Orleans,Orleans,LA,South,"29.999095, -90.107186",Highway / Roadway,Roads,Unknown,Unknown,,Active
513,Robert E. Lee Boulevard,Robert E. Lee,New Orleans,Orleans,LA,South,"30.020773, -90.080257",Highway / Roadway,Roads,Unknown,Unknown,,Active
521,Robert E. Lee Monument,Robert E. Lee,New Orleans,Orleans,LA,South,"29.943357, -90.072444",Monument,Other: Monument,Robert E. Lee Monument Association,1884,2017,Removed
514,Slidell Street,Joseph Shelby,New Orleans,Orleans,LA,South,"29.947601, -90.046618",Highway / Roadway,Roads,Unknown,Unknown,,Active
538,Confederate Memorial,No specific honoree,Old Pleasant Hill,Sabine,LA,South,"31.853333, -93.513617",Monument,Other: Monument,United Daughters of the Confederacy,Unknown,,Active
539,Lieutenant General Richard Taylor Monument,Richard Taylor,Old Pleasant Hill,Sabine,LA,South,"31.854450, -93.518050",Monument,Other: Monument,American Legion Auxiliary,1994,,Active
537,Red River Campaign,No specific honoree,Old Pleasant Hill,Sabine,LA,South,"31.853617, -93.513333",Monument,Other: Monument,Unknown,1994,,Active
549,Confederate Monument,No specific honoree,Opelousas,St. Landry,LA,South,"30.534087, -92.083011",Monument,Courthouse Grounds,United Daughters of the Confederacy,1920,,Active
519,Camp Beauregard,Pierre Gustave Toutant-Beauregard,Pineville,Rapides,LA,South,"31.374529, -92.392676",Military Base,Other: Buildings,Unknown,1917,,Active
500,Jefferson Davis Drive,Jefferson Davis,Pineville,Rapides,LA,South,"31.368411, -92.364581",Highway / Roadway,Roads,Unknown,Unknown,,Active
540,Confederate Memorial,No specific honoree,Plaquemine,Iberville,LA,South,"30.287630, -91.234977",Monument,Other: Monument,United Daughters of the Confederacy,1912,,Active
